product_name,protein_value,fat_value,carbohydrate_value,kcal_value
Варенье из чёрной смородины,0.600000024,0.1,72.9,284
Варенье из черноплодной рябины,0.400000006,0,74.8,387
Варенье из яблок,0.400000006,0.3,68.2,265
Васаби игай-яки,4.5,8,11.5,136
Васаби Сэн Сой Премиум,0,9,40,241
Ватрушка с творожной начинкой,10,12.1,46.1,331
Вафли MyProtein Wafers,35.79999924,21.5,31,466
Вафли венские с карамелью,8.100000381,19.4,53.3,424
Вафли венские со взбитыми сливками,4.800000191,23.3,50.5,489
Вафли ВкусВилл с какао,6,30,61,538
Вафли Леди Джем со вкусом вишни,3,1,82,330
Вафли с жирной начинкой,3.400000095,30.2,64.7,539
Вафли с фруктовой начинкой,3.200000048,2.8,80.9,350
Вафли Сдобная особа домашние с изюмом,7.900000095,21.7,55.8,452
Вафли Сдобная особа домашние сахарные,8.199999809,23.1,54.4,459
Вафли Сдобная особа мягкие с суфле классические,5.5,23.9,52.2,446
Вафли Сдобная особа мягкие с суфле со вкусом пломбира,5.5,23.9,52.2,446
Вафли Яшкино с карамельной начинкой,6,15.2,67.9,430
Верблюжатина,18.89999962,9.4,0,160
Верблюжатина вареная,29.79999924,12.4,0,230
Верблюжатина жареная,33.29999924,16.5,0,281
Верблюжатина тушеная,24.29999924,12.1,0,205
Вермишель Lorenzo суповая,10,1,72,340
Вермишель Makfa яичная длинная,11.30000019,2.1,69.6,342
Вермишель Myllyn Paras,10.39999962,1.1,71.5,344
Вермишель SanBonsai из чёрного риса,7.300000191,0.9,78,349
Вермишель Бефстроганов соевая,48.90000153,2.3,8.9,254
Вермишель Роллтон на домашнем бульоне с говядиной,8.699999809,21.1,56.7,452
Вермишель Роллтон №21,10.39999962,1.1,71.5,344
Вермишелька Heinz звездочки Любопышки,10.30000019,1.3,78.6,367
Вермут,0,0,15.9,158
Вермут Cinzano Bianco белый,0,0,18,155
Вермут Cinzano Rose розовый,0,0,14.5,141
Вермут Martini,0,0,17,145
Вермут Martini Bianco белый,0,0,17,145
Вермут Martini Extra Dry сухой,0,0,2.5,110
Вермут Martini Rose розовый,0,0,16,140
Вермут Martini Rosso красный,0,0,15,138
Вермут Perlino Bianco белый,0,0,14,139
Вермут Perlino Rosso красный,0,0,14,139
Ветчина,14,24,0,270
Ветчина DAK Датская,18,4,1,112
Ветчина в форме,22.60000038,20.9,0,278
Ветчина Велком Говяжья вареная,19,5.5,0,130
Ветчина Велком из окорока вареная,18,6,0,130
Ветчина Венеция из мяса индеек,13.19999981,5.4,2.6,112
Ветчина ВкусВилл из индейки с травами,20.79999924,2.6,0,109
Ветчина Вязанка с индейкой,13,4,0,90
Ветчина Дымов с окороком,10,3,4,83
Ветчина Знаменские деликатесы по Швейцарскому рецепту,18,3,3,110
Ветчина из индейки обезжиренная,15,1,2,77
Ветчина Империя Вкуса из индейки,11,3,7,99
Ветчина Останкино Мраморная вареная,11,20,0,224
Ветчина Останкино нежная из индейки,10,10,5,154
Ветчина Останкино нежная из свиного окорока,8,13,3,166
Ветчина Папа может с индейкой,13,3,0,100
Ветчина Пармская,24.39999962,22.5,0.1,300
Ветчина Рублёвский Для завтрака из свинины,12,15,0,183
Ветчина Самокат Свиная премиум,6,37,3.5,370
Вешенки маринованные Steinhauer,1,1.5,0,23
Вешенки свежие,2.5,0.3,6.5,38
Вигна,3,0.4,18.8,90
Визига,1.200000048,0.1,6,28
Винегрет овощной готовый,1.799999952,3.7,8.8,75
Винегрет особый готовый,6.300000191,18.8,15.9,218
Винный камень,0,0,0,0
Вино Asti Mondoro белое полусладкое игристое,0,0,9,78
Вино Riunite D'Oro белое полусладкое игристое,0,0,6,69
Вино Riunite Lambrusco Emilia красное полусладкое игристое,0,0,6,69
Вино Riunite Lambrusco Rose розовое полусладкое игристое,0,0,6,69
Вино белое десертное 16%,0.5,0,16,153
Вино белое Мускат,0,0,5,82
Вино белое Рислинг,0,0,4,80
Вино белое Совиньон,0,0,2,81
Вино белое столовое 11%,0.200000003,0,0.2,65
Вино белое сухое,0.100000001,0,0.6,66
Вино белое Херес,0,0,3,126
Вино красное Божоле Нуво,2.5,0,0,95
Вино красное Бургундское,0,0,4,86
Вино красное десертное,0.5,0,20,172
Вино красное Кагор,0,0,16,147
Вино красное Киндзмараули,0.5,0,20,172
Вино красное Кьянти,0.100000001,0,2.7,84
Вино красное столовое 12%,0.300000012,0,0.2,71
Вино красное сухое,0.200000003,0,0.3,68
Вино красное Хванчкара,0.100000001,0,3,83
Вино медовое,0,0,21.3,71
Виноград,0.600000024,0.2,16.8,65
Виноград белый Дамские пальчики,0.600000024,0.2,13.5,60
Виноград белый кишмиш,0.699999988,0.2,17.2,69
Виноград фиолетовый ранний,0.600000024,0.2,16.8,65
Виноградный компот,0.5,0,19.7,77
Виноградный сок,0.300000012,0,14,54
Виски,0,0,0.4,235
Вишнёвый компот,0.300000012,0.2,24,99
Вишнёвый нектар,0.100000001,0,12,50
Вишнёвый сок,0.699999988,0,10.2,47
Вишня,0.800000012,0.5,11.3,52
Вишня 4 сезона без косточки,0.800000012,0.2,10.7,50
Вишня Hortex без косточки,0.899999976,0.4,9.9,49
Вишня вяленая,1.5,0,73,290
Вишня замороженная,0.899999976,0.4,11,46
Вишня консервированная,0.800000012,0.2,10.6,45
Вишня сушеная,1.5,0,73,290
Вобла вяленая,46.40000153,5.5,0,235
Вобла копчёная,31.10000038,6.3,0,181
Вобла свежая,18,2.8,0,97
Вода,0,0,0,0
Вода минеральная,0,0,0,0
Вода содовая,0,0,0,0
Водка,0,0,0.1,235
Водка анисовая,0.100000001,0.1,0.5,225
Водоросли бурые,1.700000048,0.6,8.3,43
Водоросли зелёные,1.5,0,5,25
Водоросли красные,1.5,0,5,25
Водоросль вакаме,3,0.6,8.6,45
Водоросль далс,1.5,0,5,25
Водоросль ирландский мох (карраген),1.5,0.2,11,49
Водоросль кантен,0.5,0,6.3,26
Водоросль комбу,8.300000191,8.3,10,77
Водоросль лиму,1.700000048,0.2,4.3,25
Водоросль нори,46.09999847,0.1,41,349
Водоросль порфира,5.800000191,0.3,4.8,35
Водоросль спирулина,4.199999809,2.5,9.9,79
Водоросль ульва,1.899999976,0,3.8,25
Водоросль уми будо,1.5,0.4,4.8,25
Водоросль фукус,3,0.6,8.6,35
Воздушный рис,6.300000191,0.5,89.8,402
Волован,7.900000095,29.9,35.9,435
Газированный напиток Байкал Черноголовка,0,0,10,40
Газированный напиток Золото Саян Черноголовка,0,0,9,40
Газированный напиток Тархун Черноголовка,0,0,10,40
Галангал (корень),1.799999952,0.7,15.7,80
Галангал сушеный,9.100000381,5.9,58.3,347
Галеты Nordic из овса с брусникой,9,14,61,420
Галеты Любятово классические,11.10000038,1.2,76,365
Ганаш,4.900000095,34.5,52.5,542
Ганаш белый,3.900000095,37.2,48.9,547
Ганаш шоколадный,4.900000095,34.5,52.5,542
Гарам масала,15,15,45,379
"Гарнир Националь бурый рис, киноа и семена льна",9.300000191,8.2,68.6,385
"Гарнир Националь рис, киноа, тыква",10.60000038,8.6,67.3,389
Гвоздика,6,20.1,27,323
Гёдза VICI с говядиной,8.5,6.7,23.9,194
Гёдза VICI с уткой,8.899999619,4,23.2,168
Гейнер BSN True-Mass,33.09999847,11,45.5,434
Гейнер BSN True-Mass 1200,16.10000038,5.2,71.9,397
Гейнер CytoSport Cyto Gainer,36,3,49.3,367
Гейнер CytoSport Monster Mass,33.29999924,11.3,47.3,427
Гейнер Dymatize Elite Mass Gainer,36.70000076,4,51.3,400
Гейнер Dymatize Elite Mega Gainer,21.39999962,5.7,63.6,393
Гейнер Dymatize Mega Gainer,24,5.6,71.2,432
Гейнер Dymatize Super Mass Gainer,15.60000038,2.4,75.4,383
Гейнер Gaspari Real Mass,15.39999962,1.1,76.9,378
Гейнер IronMaxx Titan V.2.0,24.29999924,2,63,388
Гейнер Max Power Big Muscle,13.89999962,0.5,75.6,368
Гейнер Muscletech 100% Premium Mass Gainer,14.5,0.8,75.7,254
Гейнер Muscletech Mass Tech Hardcore Pro,23.29999924,1.5,68.3,379
Гейнер Muscletech Mass Tech Performance,25,3.5,69,392
Гейнер Optimum Pro Complex Gainer,37.70000076,5,53.5,409
Гейнер Optimum Serious Mass,15,1,76,374
Гейнер Performance Amino Gainer,30.79999924,4.2,51.7,362
Гейнер Performance Turbo Mass Gainer,21.29999924,2.6,62.9,360
Гейнер Ultimate Iso Mass Xtreme Gainer,42.5,4.6,52.3,425
Гейнер Ultimate Magic Milk,42.70000076,24,16,467
Гейнер Ultimate Massive Whey Gainer,33.29999924,2.4,56.4,381
Гейнер Ultimate Muscle Juice 2544,22,7.2,60.8,396
Гейнер Ultimate Muscle Juice Revolution 2600,21.10000038,5.3,64.2,385
Гематоген,6,3,75.7,354
Гематоген Русский детский,3.5,2.9,75.6,343
ГематогенКА,4.900000095,11.5,81,425
Гладкоголов,8,1.9,0,49
Глазурь Айсинг,2.299999952,0,78.8,305
Глазурь нейтральная ILbakery,0,0,93,374
Глинтвейн August Weinxof,0,0,7.5,85
Глинтвейн St Lorenz,0,0,8,80
Глухарь,18,20,0.5,254
Глюкоза,0.100000001,0,98.2,388
Глютен (клейковина пшеничная),76,0.4,9,350
Говядина,18.89999962,12.4,0,187
Говядина вареная,25.79999924,16.8,0,254
Говядина вареная нежирная,25.70000076,8.1,0.2,175
Говядина варено-копченая Ремит Отборная,16,4,1,100
Говядина жареная,32.70000076,28.1,0,384
Говядина копчено-вареная Мясницкий ряд Деликатесная,10,8,0,120
Говядина мраморная,18,10,0,170
Говядина постная,22.20000076,7.1,0,158
Говядина постная жареная,29,9.1,0,206
Говядина средней жирности,25,20,0,275
Говядина сырокопченая Егорьевская ФКГ Брезаола,20,3,1.5,113
Говядина сырокопченая МД Бородина нарезка,15,5,0,100
Говядина тушеная,16.79999924,18.3,0,232
Говядина тушеная Лента,15,17,0,213
Говяжий гуляш,14,9.2,2.6,148
Говяжий рубец,14.80000019,4.2,0,97
Говяжий стейк Мираторг Шатобриан Prime,16,18,0,230
Говяжий стейк Самсон из тазобедренной части,18,4,0,108
Говяжий фарш,17.20000076,20,0,254
